Position,Artist,Song Title,Year,Lyrics
11,The Moody Blues,Nights in White Satin,1968,"Nights in white satin never reaching the end
Letters I've written never meaning to send
Beauty I'd always missed with these eyes before
Just what the truth is I can't say any more

'Cause, I love you
Yes, I love you
Oh, how I love you, oh

Gazing at people, some hand in hand
Just what I'm going through, they can't understand
Some try to tell me thoughts they cannot defend
Just what you want to be, you'll be in the end

And I love you
Yes, I love you
Oh, how I love you, oh
I love you

Nights in white satin, never reaching the end
Letters I've written, never meaning to send
Beauty I'd always missed with these eyes before
Just what the truth is, I can't say any more

'Cause, I love you
Yes, I love you
Oh, how I love you, oh

'Cause, I love you
Yes, I love you
Oh, how I love you, oh
I love you, oh"
12,Simon & Garfunkel,Mrs Robinson,1968,"And here's to you, Mrs. Robinson
Jesus loves you more than you will know
Wo wo wo
God bless you please, Mrs. Robinson
Heaven holds a place for those who pray
Hey hey hey, hey hey hey

We'd like to know
A little bit about you for our files
We'd like to help you learn to help yourself
Look around you, all you see
Are sympathetic eyes
Stroll around the grounds until' you feel at home

And here's to you, Mrs. Robinson
Jesus loves you more than you will know
Wo wo wo
God bless you please, Mrs. Robinson
Heaven holds a place for those who pray
Hey hey hey, hey hey hey

Hide it in a hiding place
Where no one ever goes
Put it in your pantry with your cupcakes
It's a little secret
Just the Robinson's affair
Most of all, you've got to hide it from the kids

Coo coo ca-choo, Mrs. Robinson
Jesus loves you more than you will know
Wo wo wo
God bless you please, Mrs. Robinson
Heaven holds a place for those who pray
Hey hey hey, hey hey hey

Sitting on a sofa
On a Sunday afternoon
Going to the candidate's debate
Laugh about it, shout about it
When you've got to choose
Every way you look at it you lose

Where have you gone, Joe DiMaggio?
A nation turns it's lonely eyes to you
Woo woo woo
What's that you say, Mrs. Robinson?
""Joltin' Joe has left and gone away
Hey hey hey, hey hey hey"
13,Louis Armstrong,(What A) Wonderful World,1968,"I see trees of green,
red roses too,
I see them bloom
for me and for you
And I think to myself
What a wonderful world

I see skies of blue
and clouds of white
The bright blessed day
The dark sacred night
And I think to myself
What a wonderful world

The colors of the rainbow
so pretty in the sky
Are also on the faces
of people going by

I see friends shaking hands
Saying, ""How do you do?""
They're really saying
""I love you.""

I hear babies cry
I watch them grow
They'll learn much more
than I'll ever know
And I think to myself
What a wonderful world
Yes, I think to myself
What a wonderful world
Oh yeah"
14,Gary Puckett & The Union Gap,Young Girl,1968,"Young girl, get out of my mind
My love for you is way out of line
Better run, girl,
You're much too young, girl

With all the charms of a woman
You've kept the secret of your youth
You led me to believe
You're old enough
To give me Love
And now it hurts to know the truth, Oh,

Young girl, get out of my mind
My love for you is way out of line
Better run, girl,
You're much too young, girl

Beneath your perfume and make-up
You're just a baby in disguise
And though you know
That it is wrong to be
Alone with me
That come on look is in your eyes, Oh,

Young girl, get out of my mind
My love for you is way out of line
Better run, girl,
You're much too young, girl

So hurry home to your mama
I'm sure she wonders where you are
Get out of here
Before I have the time
To change my mind
'Cause I'm afraid we'll go too far, Oh,
Young girl

Young girl, get out of my mind
My love for you is way out of line
Get along, girl,
You're much too young, girl

Young girl, get out of my mind
My love for you is way out of line
Better run, girl,
You're much too young, girl"
15,Steppenwolf,Born to Be Wild,1968,"Get your motor runnin'
Head out on the highway
Looking for adventure
In whatever comes our way

Yeah, darlin'
Gonna make it happen
Take the world in a love embrace
Fire all of your guns at once
And explode into space

I like smoke and lightnin'
Heavy metal thunder
Racing with the wind
And the feeling that I'm under

Yeah, darlin'
Gonna make it happen
Take the world in a love embrace
Fire all of your guns at once
And explode into space

Like a true nature's child
We were born
Born to be wild
We can climb so high
I never wanna die
Born to be wild
Born to be wild

Get your motor runnin'
Head out on the highway
Looking for adventure
In whatever comes our way

Yeah, darlin'
Gonna make it happen
Take the world in a love embrace
Fire all of your guns at once
And explode into space

Like a true nature's child
We were born
Born to be wild
We can climb so high
I never wanna die
Born to be wild
Born to be wild"
16,1910 Fruitgum Co,Simon Says,1968,We do not have the lyrics for Simon Says (In the Style of 1910 Fruitgum Co.) [Karaoke Version] yet.
17,Manfred Mann,Mighty Quinn,1968,"Come all without, come all within
You'll not see nothing like the mighty Quinn
Come all without, come all within
You'll not see nothing like the mighty Quinn

Everybody's building ships and boats
Some are building monuments, others are jotting down notes
Everybody's in despair, every girl and boy
But when Quinn the Eskimo gets here, everybody's gonna jump for joy

Come all without, come all within
You'll not see nothing like the mighty Quinn

I like to go just like the rest, I like my sugar sweet
But jumping queues and makin' haste, just ain't my cup of meat
Everyone's beneath the trees, feedin' pigeons on a limb
But when Quinn the Eskimo gets here, all the pigeons gonna run to him

Come all without, come all within
You'll not see nothing like the mighty Quinn
Come all without, come all within
You'll not see nothing like the mighty Quinn

Let me do what I wanna do, I can't decide 'em all
Just tell me where to put 'em and I'll tell you who to call
Nobody can get no sleep, there's someone on everyone's toes
But when Quinn the Eskimo gets here, everybody's gonna wanna doze

Come all without, come all within
You'll not see nothing like the mighty Quinn
Come all without, come all within
You'll not see nothing like the mighty Quinn

Come all without, come all within
You'll not see nothing like the mighty Quinn
Come all without, come all within
You'll not see nothing like the mighty Quinn"
18,Paul Mauriat & his Orchestra,Love Is Blue (L'Amour Est Bleu),1968,"Exception occurred 
HTTP Error 404: Not Found"
19,Tommy James & the Shondells,Mony Mony,1968,"Here she come now, say ""Mony, Mony""
Well, shoot 'em down, turn around, come home, yeah
Hey, she gives me love and I feel alright now
Everybody! You got me tossin', turnin' in the middle of the night
And I feel alright
I say yeah (yeah), yeah (yeah), yeah (yeah), yeah (yeah), yeah (yeah)
Well, you make me feel (Mony, Mony)
So (Mony, Mony)
Good (Mony, Mony)
Yeah (Mony, Mony)
So good (Mony, Mony)
All right (Mony, Mony)
Come on (Mony, Mony)
All right, baby (Mony, Mony)
I say yeah (yeah), yeah (yeah), yeah (yeah), yeah (yeah), yeah (yeah)
Come on
Break this, shake this, Mony, Mony
Shotgun, get it done, come on, Mony
Don't stop cookin', it feels so good, yeah
Hey, well don't stop now, hey, come on, Mony
Well, come on, Mony
Yeah (yeah), yeah (yeah), yeah (yeah), yeah (yeah), yeah (yeah)
Well, you make me feel (Mony, Mony)
So (Mony, Mony)
Good (Mony, Mony)
Yeah (Mony, Mony)
All right (Mony, Mony)
Come on (Mony, Mony)
So good (Mony, Mony)
All right (Mony, Mony)
I say yeah (yeah), yeah (yeah), yeah (yeah), yeah (yeah), yeah (yeah)
Oh!
(Ooh, I love you, Mony, moan, moan, Mony) So good
(Ooh, I love you, Mony, moan, moan, Mony) So good
(Ooh, I love you, Mony, moan, moan, Mony) All right
(Ooh, I love you, Mony, moan, moan, Mony) Yeah Mony, Mony
Yeah (yeah), everybody (yeah), yeah (yeah), yeah (yeah), yeah (yeah), yeah
Come on (Mony, Mony)
Come on (Mony, Mony)
Come on (Mony, Mony)
Everybody (Mony, Mony)
All right (Mony, Mony)
All right (Mony, Mony)
Come on (Mony, Mony)"
20,Crazy World of Arthur Brown,Fire,1968,"The Crazy World Of Arthur Brown
Miscellaneous
Fire
Fire
Crazy World Of Arthur Brown

I am the god of hell f ire and I bring you:
Fire, I'll take you to burn.
Fire, I'll take you to learn.
I'll see you burn!
You fought hard and you saved and learned,
but all of it's going to burn.
And your mind, your tiny mind,
you know you've really been so blind.
Now 's your time burn your mind.
You're falling far too far behind.
Oh no, oh no, oh no, you gonna burn!
Fire, to destroy all you've done.
Fire, to end all you've become.
I'll feel you burn!
You've been living like a little girl,
in the middle of your little world.
And your mind, your tiny mind,
you know you've really been so blind.
Now 's your time burn your mind,
you're falling far too far behind."
21,Georgie Fame,Ballad of Bonnie & Clyde,1968,"Bonnie and Clyde were pretty lookin' people
But I can tell you people they were the devil's children
Bonnie and Clyde began their evil doin'
One lazy afternoon down Savannah way
They robbed a store
And high-tailed outa that town
Got clean away in a stolen car
And waited till the heat died down
Bonnie and Clyde advanced their reputation
And made the graduation into the banking business
""Reach for the sky,"" sweet-talking Clyde would holler
As Bonnie loaded dollars in the dewlap bag
Now one brave man
He tried to take 'em alone
They left him lyin' in a pool of blood
And laughed about it all the way home
Bonnie and Clyde got to be public enemy number one
Running and hiding from every American lawman's gun
They used to laugh about dyin'
But deep inside 'em they knew that pretty soon they'd be lyin'
Beneath the ground together
Pushing up daisies to welcome the sun and the morning dew
Acting upon reliable information
A federal deputation laid a deadly ambush
When Bonnie and Clyde came walking in the sunshine
A half a dozen carbines opened up on them
Bonnie and Clyde, they lived a lot together
And finally together they died"
22,Tom Jones,Help Yourself,1968,"Love is like candy on a shelf
You want to taste and help yourself
The sweetest things are there for you
Help yourself, take a few
That's what I want you to do.

We're always told repeatedly
The very best in life is free
And if you want to prove it's true
Baby I'm telling you
This is what you should do
Just help yourself to my lips
To my arms just say the word, and they are yours
Just help yourself to the love,
In my heart your smile has opened up the door
The greatest wealth that exists in the world,
Could never buy what I can give
Just help yourself to my lips
To my arms, and then lets really start to live

Allllllllll right. Yeah

My heart has love enough for two
More than enough for me and you
I'm rich with love, a millionaire
I've so much, it's unfair
Why don't you take a share
Just help yourself to my lips
To my arms just say the word, and they are yours
Just help yourself to the love,
In my heart your smile has opened up the door
The greatest wealth that exists in the world
Could never buy what I can give
So help yourself to my lips, to my arms
And then lets really start to live
Just help yourself to my lips
To my arms just say the word, and they are yours
Just help yourself to the love

In my heart your smile..."
23,Ohio Express,Yummy Yummy Yummy,1968,"Yummy, Yummy, Yummy
I got love in my tummy
And I feel like a-lovin you
Love, you're such a sweet thing
Good enough to eat thing
And that's just a-what I'm gonna do
Ooh love, to hold ya
Ooh love, to kiss ya
Ooh love, I love it so
Ooh love, you're sweeter
Sweeter than sugar
Ooh love, I wont let you go

Yummy, Yummy, Yummy
I got love in my tummy
And as silly as it may seem
The lovin' that you re giving
is what keeps me livin'
And your love is like
Peaches and cream
Kind-a like sugar
Kind-a like spices
Kind-a like, like what you do
Kind-a sounds funny
But love, honey
Honey I love you

Yummy, Yummy, Yummy
I got love in my tummy
That your love can satisfy
Love, you're such a sweet thing
Good enough to eat thing
And sweet thing, that ain't no lie
I love to hold ya
Oh love, to kiss ya
Ooh love, I love it so
Ooh love, you're sweeter
Sweeter than sugar
Ooh love, I wont let you go"
24,Bee Gees,Words,1968,"Smile an everlasting smile
A smile can bring you near to me
Don't ever let me find you gone
'Cause that would bring a tear to me

This world has lost it's glory
Let's start a brand new story now, my love
Right now, there'll be no other time
And I can show you how, my love

Talk in everlasting words
And dedicate them all to me
And I will give you all my life
I'm here if you should call to me

You think that I don't even mean
A single word I say
It's only words, and words are all I have
To take your heart away

You think that I don't even mean
A single word I say
It's only words, and words are all I have
To take your heart away

It's only words, and words are all I have
To take your heart away
It's only words, and words are all I have
To take your heart away"
25,The Beatles,Revolution,1968,"You say you want a revolution, well, you know
We all want to change the world
You tell me that it's evolution, well, you know
We all want to change the world

But when you talk about destruction
Don't you know that you can count me out
Don't you know it's gonna be
Alright, alright, alright

You say you got a real solution, well, you know
We'd all love to see the plan
You ask me for a contribution, well, you know
We're all doing what we can

But if you want money for people with minds that hate
All I can tell you is brother you have to wait
Don't you know it's gonna be
Alright, alright, alright

You say you'll change the constitution, well, you know
We all want to change your head
You tell me, it's the institution, well, you know
You better free your mind instead

But if you go carrying pictures of Chairman Mao
You ain't going to make it with anyone anyhow
Don't you know, know it's gonna be
Alright, alright, alright

Alright, alright, alright"
26,The Lemon Pipers,Green Tambourine,1968,"The Lemon Pipers
Miscellaneous
Green Tambourine
GREEN TAMBOURINE
The Lemon Pipers

Drop your silver in my tambourine
Help a poor man fill his pretty dream
Give me pennies I'll take anything
Now listen while I play
My green tambourine

Watch the jingle jangle start to chime
Reflections of the music that is mine
When you drop a coin you'll hear it sing
Now listen while I play
My green tambourine

------ instrumental break ------

Drop a dime before I walk away
Any song you want I'll gladly play
Money feeds my music machine
Now listen while I play
My green tambourine

-----------------------------------------"
27,Cream,White Room,1968,"In the white room with black curtains near the station
Black roof country, no gold pavements, tired starlings
Silver horses ran down moonbeams in your dark eyes
Dawn light smiles on you leaving, my contentment

I'll wait in this place where the sun never shines
Wait in this place where the shadows run from themselves

You said no strings could secure you at the station
Platform ticket, restless diesels, goodbye windows
I walked into such a sad time at the station
As I walked out, felt my own need just beginning

I'll wait in the queue when the trains come back
Lie with you where the shadows run from themselves

At the party she was kindness in the hard crowd
Consolation for the old wound now forgotten
Yellow tigers crouched in jungles in her dark eyes
She's just dressing, goodbye windows, tired starlings

I'll sleep in this place with the lonely crowd
Lie in the dark where the shadows run from themselves"
28,Herb Alpert,This Guy's in Love With You,1968,"You see this guy
This guy's in love with you
Yes, I'm in love
Who looks at you the way I do

When you smile I can tell
We know each other very well
How can I show you
I'm glad I got to know you, 'cause

I've heard some talk
They say you think I'm fine
Yes, I'm in love
And what I'd do
To make you mine

Tell me now, is it so?
Don't let me be the last to know
My hands are shaking
Don't let my heart keep breaking, 'cause

I want your love
I need your love
Say you're in love
In love with this guy
If not, I'll just die

Tell me now, is it so?
Don't let me be the last to know
My hands are shaking
Don't let my heart keep breaking, 'cause

I want your love
I need your love
Say you're in love
In love with this guy
If not, I'll just die"
29,Merrilee Rush,Angel of the Morning,1968,"ANGEL OF THE MORNING
Merrilee Rush & The Turnabouts

There'll be no strings to bind your hands
Not if my love can't bind your heart.
And there's no need to take a stand
For it was I who chose to start.
I see no reason to take me home
I'm old enough to face the dawn.

Just call me angel of the morning, Angel
Just touch my cheek before you leave me, baby.
Just call me angel of the morning, Angel
Then slowly turn away... from me.

Maybe the sun's light will be dim
And it won't matter anyhow.
If morning's echo says we've sinned
Well, it was what I wanted now.
And if we're victims of the night
I won't be blinded by the light.

Just call me angel of the morning, Angel
Just touch my cheek before you leave me, baby.
Just call me angel of the morning, Angel
Then slowly turn away...
I won't beg you to stay... with me...
Through the tears... of the day...
Of the years... baby, baby --
Just call me angel of the morning, Angel
Just touch my cheek before you leave me, baby.
Just call me angel of the morning, Angel
Just touch my cheek before you leave me, baby..."
30,Diana Ross & The Supremes,Love Child,1968,"Tenement slum

You think that I don't feel love
But what I feel for you is real love
In other's eyes I see reflected
A hurt, scorned, rejected

Love child, never meant to be
Love child, born in poverty
Love child, never meant to be
Love child, take a look at me

I started my life in an old, cold, run down tenement slum
My Father left, he never even married Mom
I shared the guilt my Mama knew
So afraid that others knew I had no name

This love we're contemplating
Isn't worth the pain of waiting
We'll only end up hating
The child we maybe creating

Love child, never meant to be
Love child, scorned by society
Love child, always second best
Love child, different from the rest

Hold on, hold on, just a little bit
Hold on, hold on, just a little bit

I started school, in a worn, torn dress that somebody threw out
I knew the way it felt to always live in doubt
To be without the simple things
Sop afraid my friends would see the guilt in me

Don't think that I don't need you
Don't think I don't wanna please you
No child of mine will be bearing
The name of shame I've been wearing

Love child, love child, never quite as good
Afraid, ashamed, misunderstood

But I'll always love you
I'll always love you
I'll always love you
I'll always love you
I'll always love you
I'll always love you
I'll always love you"
31,Cream,Sunshine of Your Love,1968,"It's gettin' near dawn,
When lights close their tired eyes.
I'll soon be with you my love,
To give you my dawn surprise.
I'll be with you darling soon,
I'll be with you when the stars start falling.
I've been waiting so long
To be where I'm going
In the sunshine of your love.
I'm with you my love,
The light's shinin' through on you.
Yes, I'm with you my love,
It's the morning and just we two.
I'll stay with you darling now,
I'll stay with you till my seeds are all dried up.
I've been waiting so long
To be where I'm going
In the sunshine of your love.
I'm with you my love,
The light's shinin' through on you.
Yes, I'm with you my love,
It's the morning and just we two.
I'll stay with you darling now,
I'll stay with you till my seeds are all dried up.
I've been waiting so long
I've been waiting so long
I've been waiting so long
To be where I'm going
In the sunshine of your love."
32,Bee Gees,I've Gotta Get a Message to You,1968,"The preacher talked to me and he smiled
Said, ""Come and walk with me, come and walk one more mile.
Now for once in your life you're alone
but you ain't got a dime, there's no time for the phone.""

I've just got to get a message to you, hold on, hold on.
One more hour and my life will be through, hold on, hold on.

I told him I'm in no hurry
but if I broke her heart, won't you tell her I'm sorry.
And for once in my life I'm alone
and I've got to let her know just in time before I go.

I've just go to get a message to you, hold on, hold on.
One more hour and my life will be through, hold on, hold on.

Well I laughed but that didn't hurt
and it's only her love that keeps me wearing this dirt.
Now I'm crying but deep down inside
well I did it to him, now it's my turn to die.
I've just got to get a message to you, hold on, hold on.
One more hour and my life will be through, hold on, hold on."
33,Hugo Montenegro,The Good the Bad & the Ugly,1968,"Here is the tale of the boy standing in front of you
Not one word is exaggerated -- entirely true
A four square in chemistry, my agenda tonight
As I rock the house left, and a I rock the house right
I can't fly, I can't dance
And I don't like any bands
Listen up, 'cause I am Atom, I am the sequencing man
Where I want is where I go
I'm always armed with a burrito
Listen up, 'cause I am Atom, I am the sequencing man
I travel the world with my band in a box
And I rock 10 times harder than your average punk rock band
I'm almost done, I'm almost through
I hope to God I'm not boring you
I often do the number 2
I am the always often pooping Jew
I can't fly, I can't dance
And I don't like any bands
Listen up, 'cause I am Atom, I am the sequencing man
Where I want is where I go
I'm always armed with a burrito
Listen up, 'cause I am Atom, I am the sequencing man
I can't fly, I can't dance
And I don't like your band
Listen up, 'cause I am Atom, I am the sequencing man
Where I want is where I go
I'm always armed with a burrito
Pay attention, 'cause I am Atom, I am the sequencing man"
34,Engelbert Humperdinck,A Man Without Love,1968,"I can remember when we walked together
Sharing a love I thought would last forever
Moonlight to show the way so we can follow
Waiting inside her yes was my tomorrow
Then something changed her mind, her kisses told me
I had no loving arms to hold me

Everyday I wake up
Then I start to break up
Lonely is a man without love
Everyday I start out
Then I cry my heart out
Lonely is a man without love
Everyday I wake up
Then I start to break up
Knowing that it's cloudy above
Everyday I start out
Then I cry my heart out
Lonely is a man without love

I cannot face this world that's fallen down on me
So if you see my girl, please send her home to me
Tell her about my heart that's slowly dying
Say I can't stop myself from crying

Everyday I wake up
Then I start to break up
Lonely is a man without love
Everyday I start out
Then I cry my heart out
Lonely is a man without love
Everyday I wake up
Then I start to break up
Knowing that it's cloudy above
Everyday I start out
Then I cry my heart out
Lonely is a man without love
Everyday I wake up
Then I start to break up
Lonely is a man without love
Everyday I start out
Then I cry my heart out
Lonely is a man without love"
