Position,Artist,Song Title,Year,Lyrics
11,Mariah Carey,Dreamlover,1993,"Ooh
Tu tu ru tu tu tu tu ooh, baby
  (Yea, baby)
Tu tu ru tu tu tu tu ooh, baby
  (Oh yea)

I need a lover to give me
The kind of love that will last always
I need somebody uplifting
To take me away, babe
Oh yea, yea

I want a lover who knows me, yea
  (Ooh, baby)
Who understands how I feel inside
Someone to comfort and hold me
Through the long, lonely nights
Till the dawn
Why don't you take me away?

Dreamlover come rescue me
  (Baby)
Take me up, take me down
Take me anywhere you want to baby now
I need you so desperately
  (Hmm)
Won't you please, come around
'Cause I wanna share forever with you baby
  (Tu tu ru tu tu tu tu tu, oooh)
With you baby, hey

I don't want another pretender, na
To disillusion me one more time
Whisperin' words are forever
Playin' with my mind
No, no, no, no, no, no baby

I need someone to hold on to
  (Ooh, baby)
The kind of love that won't fly away
I just want someone to belong to
Everyday
Of my life
Always
So come and take me away

Dreamlover come rescue me
  (Yea, ohh babe)
Take me up take me down
Take me anywhere you want to baby now
I need you so desperately
  (I need you so desperately)
Won't you please come around
'Cause I wanna share forever with you baby
  (Share, with you, yeah)
  (Tu tu ru tu tu tu tu)
Baby, ooh, ohh yea
  (Tu tu ru tu tu tu tu ooh, yea yea)
  (Tu tu ru tu tu tu tu)
Baby come and take me

  (Away, yea)
Dreamlover come rescue me
Take me up, take me down
Take me anywhere you want to baby now
  (Ooh, ohh anywhere)
I need you so desperately
  (Ooh, I need you baby)
Won't you please, come around
  (Won't you please, please)
'Cause I wanna share forever with you baby
  (Yea, yea, yea)
(Tu turutu tu ohh, ohh ohh)
(Tu turutu tu ohh, ohh ohh)

  (I need you so, I need you so)
Dreamlover come rescue me
Take me up, take me down
  (Take me up, ooh)
Take me anywhere you want to baby now
I need you so desperately
  (Come on baby)
Won't you please, come around
'Cause I wanna share forever with you baby"
12,Soul Asylum,Runaway Train,1993,"Call you up in the middle of the night
Like a firefly without a light
You were there like a blow torch burning
I was a key that could use a little turning

So tired that I couldn't even sleep
So many secrets I couldn't keep
Promised myself I wouldn't weep
One more promise I couldn't keep

It seems no one can help me now
I'm in too deep
There's no way out
This time I have really led myself astray

Runaway train never going back
Wrong way on a one-way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Can you help me remember how to smile
Make it somehow all seem worthwhile
How on earth did I get so jaded
Life's mystery seems so faded

I can go where no one else can go
I know what no one else knows
Here I am just drowning in the rain
With a ticket for a runaway train

And everything seems cut and dry
Day and night, earth and sky
Somehow I just don't believe it

Runaway train never going back
Wrong way on a one-way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Bought a ticket for a runaway train
Like the madman laughing at the rain
Little out of touch, little insane
It's just easier than dealing with the pain
Runaway train never going back
Wrong way on a one-way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there
Runaway train never coming back
Runaway train tearing up the track
Runaway train burning in my veins
I run away but it always seems the same"
13,Duran Duran,Ordinary World,1993,"Came in from a rainy Thursday on the avenue
Thought I heard you talking softly
I turned on the lights, the TV and the radio
Still, I can't escape the ghost of you
What has happened to it all?
Crazy, some'd say
Where is the life that I recognize?
Gone away
But I won't cry for yesterday, there's an ordinary world
Somehow I have to find
And, as I try to make my way to the ordinary world
I will learn to survive
Passion or coincidence once prompted you to say
""Pride will tear us both apart""
Well, now, pride's gone out the window cross the rooftops, run away
Left me in the vacuum of my heart
What is happening to me?
Crazy, some'd say
Where is my friend when I need you most?
Gone away
But, I won't cry for yesterday, there's an ordinary world
Somehow I have to find
And as I try to make my way, to the ordinary world
I will learn to survive
(Just blown away...)
Papers in the roadside tell of suffering and greed
Fear today, forgot tomorrow
Ooh, here besides the news of holy war and holy need
Ours is just a little sorrowed talk
And I don't cry for yesterday, there's an ordinary world
Somehow I have to find
And, as I try to make my way to the ordinary world
I will learn to survive
Every world, is my world (I will learn to survive)
Any world, is my world (I will learn to survive)
Any world, is my world
Every world is my world"
14,DJ Jazzy Jeff & The Fresh Prince,Boom! Shake the Room,1993,"Yo, back up now an' give a brother room
The fuse is lit an' I'm about to go boom
Mercy, mercy, mercy me
My life is a cage but on stage I'm free

Hyped up, psyched up, ready for wil'in'
Standin' in a crowd of girls like an island
I see the one I wanna sit, come here, cutie
I flip 'em around an' then I work that booty

Work the body, work, work the body
Slow down, girl, you're 'bout to hurt somebody
Oh an' yo, let's get just one thing clear
There's only one reason why I came here

Ya really don't want me to tig a tig a tig a
Tell ya wassup, go
Ya really don't want me to tig a tig a tig a
Tell ya wassup, go
Ya really don't want me to tig a tig a tig a
Tell ya wassup, go
I came here tonight to hear the crowd go

Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Tic, tic, tic, tic, boom

Well, yo, are y'all ready for me yet?
Pump it up, Prince
Well, yo, are y'all ready for me yet?
Pump it up, Prince
Well, yo, are y'all ready for me yet?
Pump it up, Prince
Well, here I go, here I go, here I, here I go

Yo, dance in the aisles when the Prince steps to it
The rhyme is a football, y'all an' I went an' threw it
Out in the crowd an' yo, it was a good throw
How do I know? Because the crowd went, â€½Hooâ€

In response to the way that I was kickin' it
Smooth an' individual, rhymes always original
Like the Dr. Jekyll man an' this is my Hyde side
I am the driver an' you're on a rap ride

So fellas? Yeah? Are y'all wit me? Yeah
I said fellas? Yeah? Are y'all wit me? Yeah
Why don't you tell the girls what y'all wanna do
Ya wanna ooh ahh ahh ahh ahh ooh

That's right, yo an' I'm in the flow
So pump up the volume along with the tempo
I want everybody in the house to know
I came here tonight to hear the crowd go

Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Tic, tic, tic, tic, boom

Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Tic, tic, tic, tic, boom

Pump it up, pump it up, come on now
Pump it up, pump it up, come on now
Pump it up, pump it up, come on now
Pump it up, pump it up, come on now

Pump it up, pump it up, come on now
Pump it up, pump it up, come on now
Pump it up, pump it up, come on now
Pump it up, pump it up, come on now

Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Tic, tic, tic, tic, boom

The the F-f-fresh P-p-prince is who I am
So tell my mother that I never make a whack jam
But some times I get n-n-nervous an' start to stutter
An' I f-f-fumble every word for word I utter

So I just try to ch-ch-chill
But it gets worse a but worse a but, but, but worse still
I need the c-c-crowd to k-k-kick into it
They help me calm down an' I can get through it

So higher, higher, get ya hands to the ceilin'
Let it go, y'all, don't fight the feelin'
Mic in a strangle hold, sweat pourin'
An' like Jordan, yo' I'm scorin'

Yeah, that's right, y'all an' I am in the flow
So pump up the volume along with the tempo
Many have died tryin' to stop my show
I came here tonight to here the crowd go

Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Tic, tic, tic, tic, boom

Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Tic, tic, tic, tic, boom

Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Boom, shake, shake, shake the room
Tic, tic, tic, tic, boom
Boom, shake, shake, shake the room"
15,2 Unlimited,No Limit,1993,"Let me hear you say, yeah!
Let me hear you say, yeah!

No no, no no no no, no no no no
No no there's no limit!
No no, no no no no, no no no no
No nothere's no limit!

No no limits, we'll reach for the sky!
No valley to deep, no maintain to high
No, no limits, won't give up the fight
We do what we want and we do it with pride

Let me hear you say, yeah!

Hard to the core, I feel the floor
When I'm on the stage, yo, you'll ask for more
I'm on the ass, I know the last
I work real hard do you like my cash

Tick tick ticka tick take your time
When I'm goin', I'm goin' for mine
Open you ears and you will hear it
I tell you this 'cause there's no limit!

No no, no no no no, no no no no
No no there's no limit!
No no, no no no no, no no no no
No no there's no limit!

No no limits, we'll reach for the sky!
No valley to deep, no maintain to high
No no limits, won't give up the fight
We do what we want and we do it with pride

No limits allowed 'cause there's much crowd
Microphone check as I choose my rhyme
I'm playing on the road, I've got no fear
The sound for my mouth is the rap you hear

No valley too deep, no mountain too high
Reach the top, touch the sky!
They tried to diss me 'cause I sell out
I'm making techno when I am proud!

No no limits, we'll reach for the sky!
No valley to deep, no maintain to high
No no limits, won't give up the fight
We do what we want and we do it with pride"
16,Mariah Carey,Hero,1993,"There's a hero
If you look inside your heart
You don't have to be afraid
Of what you are
There's an answer
If you reach into your soul
And the sorrow that you know
Will melt away

And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive
So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth

That a hero lies in you

It's a long road
When you face the world alone
No one reaches out a hand
For you to hold
You can find love
If you search within yourself

And the emptiness you felt
Will disappear

And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive
So when you feel like hope is gone

Look inside you and be strong
And you'll finally see the truth
That a hero lies in you

Lord knows
Dreams are hard to follow
But don't let anyone
Tear them away
Hold on
There will be tomorrow
In time
You'll find the way
And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive
So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you
That a hero lies in you
That a hero lies in you"
17,The Proclaimers,I'm Gonna Be (500 miles),1993,"When I wake up, well I know I'm gonna be
I'm gonna be the man who wakes up next to you
When I go out, yeah I know I'm gonna be
I'm gonna be the man who goes along with you

If I get drunk, well I know I'm gonna be
I'm gonna be the man who gets drunk next to you
And if I haver, hey I know I'm gonna be
I'm gonna be the man who's havering to you

But I would walk 500 miles
And I would walk 500 more
Just to be the man who walks a thousand miles
To fall down at your door

When I'm working, yes I know I'm gonna be
I'm gonna be the man who's working hard for you
And when the money comes in for the work I do
I'll pass almost every penny on to you

When I come home, oh I know I'm gonna be
(When I come home)
I'm gonna be the man who comes back home to you
And if I grow old, well I know I'm gonna be

I'm gonna be the man who's growing old with you
But I would walk 500 miles
And I would walk 500 more
Just to be the man who walks a thousand miles

To fall down at your door
Da d-da da, da d-da da, da d-da da, da d-da da
Da-da-da dun-diddle un-diddle un-diddle a da da
Da d-da da, da d-da da, da d-da da, da d-da da

Da-da-da dun-diddle un-diddle un-diddle a da da
When I'm lonely, well I know I'm gonna be
I'm gonna be the man who's lonely without you
And when I'm dreaming, well I know I'm gonna dream

I'm gonna dream about the time when I'm with you
When I go out, well I know I'm gonna be
(When I go out)
I'm gonna be the man who goes along with you
And when I come home, yes I know I'm gonna be

(When I come home)
I'm gonna be the man who comes back home with you
I'm gonna be the man who's coming home with you
But I would walk 500 miles

And I would walk 500 more
Just to be the man who walks a thousand miles
To fall down at your door
Da d-da da, da d-da da, da d-da da, da d-da da

Da-da-da dun-diddle un-diddle un-diddle a da da
Da d-da da, da d-da da, da d-da da, da d-da da
Da-da-da dun-diddle un-diddle un-diddle a da da
Da d-da da, da d-da da, da d-da da, da d-da da
Da-da-da dun-diddle un-diddle un-diddle a da da
Da d-da da, da d-da da, da d-da da, da d-da da
Da-da-da dun-diddle un-diddle un-diddle a da da
And I would walk 500 miles
And I would walk 500 more
Just to be the man who walked a thousand miles
To fall down at your door"
18,The Pet Shop Boys,Go West,1993,"We do not have the lyrics for Go West (Live at the O2 Arena, London - 21 December 2009) yet."
19,Janet Jackson,Again,1993,"I heard from a friend today, and she
Said you were in town
Suddenly the memorises came back to me in
My mind

How can i be strong I've asked myself
Time and time I've said
That I'll never fall in love with you again

A wounded heart you gave
My soul you took away
Good intentions you had many
I know you did
I come from a place that hurts
God knows how I've cried
And I never want to return
Never fall again

Making love to you felt so good and
Oh so right

How can i be strong I've asked myself
Time and time I've said
That I'll never fall in love with you again

So here we are alone again
Didn't think I'd come to this
And I know it all began
With just a little kiss
I've come to close to happiness
To have it swept away
Don't think I can take the pain
No never fall again

Kinda late in the game
And my heart is in your hands
Don't you stand there and then tell me
You love me
Then leave again
'Cause I'm falling in love with you again

Hold me, hold me
Don't ever let me go
Say it just one time
Say you love me
God knows I do love you
Again"
20,The Spin Doctors,Two Princes,1993,"The Spin Doctors
Miscellaneous
Two Princes
Two Princes
Spin Doctors

{c:intro}
(D///Bm//D A/// G///)

[D]One two, [Bm]princes kneel be[A]fore you, that's [G]what I said now
[D]Princes, [Bm]princes who a[A]dore you, just [G]go ahead now
[D]One has, [Bm]diamonds in his [A]pockets, and [G]lots of bread now
[D]This one simply [Bm]wants to buy you [A]rockets, [G]hangin in his head now

Yeah, ( do-be-do's)

[D]This one [Bm]has a princely [A]racquet, That's [G]what I said now
[D]Got some big [Bm]symbol on his [A]jacket, Ain't [G]in his head now
[D]Marry him your [Bm]father will con[A]done you, [G]how 'bout that now
You [D]marry me, your [Bm]father will dis[A]own you just [G]go ahead now

{soc}
[G]Marry him, or [D]marry me,
[G]I'm the one who loves you baby [A]can't you see
I ain't [G]got no future or [D]family [G]tree [A]but
[A]I know what a Prince and lover ought to be
[A]I know what a Prince and lover ought to be
{eoc}

So [D]If you, [Bm]want to call me [A]baby, just [G]go ahead now,
And [D]if you'd [Bm]like to tell me [A]mayby, just [G]go ahead now,
[D]If you [Bm]wanna buy me [A]flowers, just [G]go ahead now,
and [D]If you'd [Bm]like to talk for [A]hours, just [G]go ahead now

{c:Guitar solo (verse+chorus)}

{c:repeat 1st verse}

{c:Chorus}
{c:break}
[G] [A] [C] [D]
{c:2nd verse acapella}

{c:solo (fade)}"
