"","year","song_genre","mean"
"139",1969,"Singer/Songwriter",0
"140",1969,"Country",0.5
"141",1969,NA,0.0625
"142",1969,"Teen Pop",0
"143",1969,"Vocal Pop",0
"144",1970,"Rock",0.0476190476190476
"145",1970,"Pop",0
"146",1970,NA,0.0625
"147",1970,"R&B/Soul",0
"148",1970,"Singer/Songwriter",0
"149",1970,"Metal",0
"150",1970,"Country",0
"151",1970,"Soundtrack",0
"152",1970,"Soft Rock",0
"153",1970,"Funk",3
"154",1970,"Soul",0
"155",1971,"Rock",0.0303030303030303
"156",1971,"Pop",0
"157",1971,NA,0.142857142857143
"158",1971,"Vocal",0
"159",1971,"R&B/Soul",0.230769230769231
"160",1971,"Singer/Songwriter",0
"161",1971,"Soundtrack",0
"162",1971,"Hip-Hop/Rap",0
"163",1971,"Soft Rock",0
"164",1971,"Country",0
"165",1971,"World",0
"166",1971,"French Pop",0
"167",1971,"Pop Latino",0
"168",1971,"Christian & Gospel",0
"169",1972,"Soundtrack",1
"170",1972,"Fitness & Workout",0
"171",1972,"Pop",0.0833333333333333
"172",1972,"Rock",0.0294117647058824
"173",1972,"R&B/Soul",0.153846153846154
"174",1972,"Reggae",0
"175",1972,NA,0.133333333333333
"176",1972,"World",0
"177",1972,"Singer/Songwriter",0
"178",1972,"Holiday",0
"179",1972,"German Pop",0
"180",1972,"Country",0
"181",1972,"Blues",0
"182",1972,"Soft Rock",0
"183",1972,"Hip-Hop/Rap",0
"184",1973,"Rock",0.3
"185",1973,"Pop",0.428571428571429
"186",1973,"R&B/Soul",0.0666666666666667
"187",1973,"Vocal",0
"188",1973,NA,1
"189",1973,"Soul",0
"190",1973,"Singer/Songwriter",0
"191",1973,"Country",0
"192",1973,"Soundtrack",0
"193",1973,"Vocal Pop",0
"194",1974,"Pop",0
"195",1974,"R&B/Soul",0
"196",1974,NA,0.2
"197",1974,"Rock",0.868421052631579
"198",1974,"Soundtrack",0
"199",1974,"Hip-Hop/Rap",0
"200",1974,"Country",0
"201",1974,"Singer/Songwriter",0
"202",1974,"Holiday",0
"203",1974,"New Age",0
"204",1975,"Rock",0.129032258064516
"205",1975,NA,0.0588235294117647
"206",1975,"Pop",0.05
"207",1975,"Country",0
"208",1975,"R&B/Soul",0.111111111111111
"209",1975,"Soundtrack",0
"210",1975,"Easy Listening",1.5
"211",1975,"Reggae",0
"212",1975,"Dance",0
"213",1975,"Vocal",0
"214",1975,"Electronic",0
"215",1975,"Singer/Songwriter",0
"216",1975,"Alternative",0
"217",1975,"Jazz",0
"218",1976,"Dance",0
"219",1976,"R&B/Soul",0.222222222222222
"220",1976,"Rock",0.178571428571429
"221",1976,NA,0.166666666666667
"222",1976,"Country",0
"223",1976,"Disco",0
"224",1976,"Soul",16
"225",1976,"Hip-Hop/Rap",0
"226",1976,"Pop",0.0555555555555556
"227",1976,"Soundtrack",0
"228",1976,"New Age",0
"229",1976,"Easy Listening",0
"230",1976,"Alternative",0
"231",1976,"Christian & Gospel",0
"232",1976,"Blues",0
"233",1976,"Pop/Rock",0
"234",1976,"Singer/Songwriter",0
"235",1977,"Rock",0.0810810810810811
"236",1977,"R&B/Soul",0.214285714285714
"237",1977,"Dance",0
"238",1977,"Pop",0
"239",1977,"Soundtrack",0.166666666666667
"240",1977,NA,0.0909090909090909
"241",1977,"Country",0
"242",1977,"Hip-Hop/Rap",0
"243",1977,"Latino",0
"244",1977,"Jazz",0
"245",1977,"Soft Rock",0
"246",1977,"Pop Latino",0
"247",1977,"Alternative",0
"248",1977,"French Pop",0
"249",1977,"Easy Listening",0
"250",1978,"Pop",0.269230769230769
"251",1978,NA,0
"252",1978,"Rock",0.137931034482759
"253",1978,"Country",0.5
"254",1978,"R&B/Soul",0
"255",1978,"Dance",0
"256",1978,"Disco",0
"257",1978,"Vocal",0
"258",1978,"French Pop",0.5
"259",1978,"Easy Listening",0.5
"260",1978,"Classical",0
"261",1979,"Rock",0.0333333333333333
"262",1979,"R&B/Soul",0.125
"263",1979,"Pop",0.0476190476190476
"264",1979,"Dance",1.75
"265",1979,NA,0.266666666666667
"266",1979,"Electronic",0
"267",1979,"Soul",0
"268",1979,"Vocal",0
"269",1979,"Country",0.666666666666667
"270",1979,"Alternative",0
"271",1979,"Punk",0
"272",1979,"Soundtrack",0
"273",1980,NA,1.33333333333333
"274",1980,"Rock",0.0645161290322581
"275",1980,"Pop",0
"276",1980,"Soundtrack",0
"277",1980,"Hip-Hop/Rap",3
"278",1980,"Country",0
"279",1980,"R&B/Soul",0.0769230769230769
"280",1980,"New Wave",0
"281",1980,"Jazz",0
"282",1980,"Vocal",0
"283",1980,"Vocal Pop",0
"284",1980,"Alternative",0
"285",1980,"Dance",0
"286",1980,"Disco",0
"287",1980,"Reggae",1
"288",1980,"Blues",0
"289",1981,"Rock",0.135135135135135
"290",1981,NA,0
"291",1981,"R&B/Soul",0.4
"292",1981,"Pop",0.04
"293",1981,"Country",0
"294",1981,"Pop/Rock",0
"295",1981,"Electronic",0
"296",1981,"Hip-Hop/Rap",0
"297",1981,"Adult Contemporary",0
"298",1981,"Easy Listening",0
"299",1981,"Vocal",0
"300",1981,"Alternative",0
"301",1982,"Rock",0.0882352941176471
"302",1982,"Pop",0.136363636363636
"303",1982,NA,0.315789473684211
"304",1982,"Modern Dancehall",0
"305",1982,"R&B/Soul",0.125
"306",1982,"Alternative",0
"307",1982,"Funk",0
"308",1982,"Electronic",0
"309",1982,"Punk",0
"310",1982,"Original Score",0
"311",1982,"Country",0
"312",1982,"Soundtrack",0
"313",1982,"Rockabilly",0
"314",1982,"Dance",5.33333333333333
"315",1982,"World",0
"316",1982,"Jazz",0
"317",1982,"Hip-Hop/Rap",2
"318",1982,"Disco",0
"319",1983,"Pop",0
"320",1983,"Rock",0.451612903225806
"321",1983,"Dance",0
"322",1983,"R&B/Soul",0.222222222222222
"323",1983,"Reggae",0
"324",1983,NA,0.0909090909090909
"325",1983,"Fitness & Workout",0
"326",1983,"Soundtrack",0
"327",1983,"New Age",0
"328",1983,"Country",0
"329",1983,"Alternative",0
"330",1983,"Jazz",0
"331",1983,"World",0
"332",1983,"Pop Latino",0
"333",1984,"R&B/Soul",0
"334",1984,"Pop",0.243243243243243
"335",1984,"Soundtrack",0
"336",1984,NA,1.66666666666667
"337",1984,"Dance",0
"338",1984,"Rock",0.0434782608695652
"339",1984,"Alternative",0.2
"340",1984,"Holiday",0
"341",1984,"Pop Latino",0
"342",1984,"Rock & Roll",0
"343",1984,"Electronic",0
"344",1984,"Arena Rock",0
"345",1984,"Country",0
"346",1984,"Disco",0
"347",1984,"Original Score",0
"348",1985,NA,0.157894736842105
"349",1985,"Rock",0.153846153846154
"350",1985,"R&B/Soul",0.142857142857143
"351",1985,"Pop",0.142857142857143
"352",1985,"Vocal",0
"353",1985,"Jazz",0
"354",1985,"Alternative",0
"355",1985,"Soundtrack",0
"356",1985,"Hip-Hop/Rap",0
"357",1985,"Electronic",0
"358",1985,"Reggae",0
"359",1985,"Dance",0
"360",1985,"Hard Rock",0
"361",1986,"Pop",0.0344827586206897
"362",1986,"Soul",0
"363",1986,NA,0.0769230769230769
"364",1986,"Rock",0.0666666666666667
"365",1986,"R&B/Soul",0.642857142857143
"366",1986,"Soundtrack",0
"367",1986,"Alternative",0
"368",1986,"Dance",1
"369",1986,"Hard Rock",0
"370",1986,"Adult Contemporary",0
"371",1986,"Reggae",0
"372",1986,"Electronic",0
"373",1987,"R&B/Soul",0.333333333333333
"374",1987,"Pop",0.486486486486487
"375",1987,"Soundtrack",0
"376",1987,"Rock",0
"377",1987,NA,0
"378",1987,"Hard Rock",0
"379",1987,"Dance",0
"380",1987,"Alternative",0
"381",1987,"French Pop",0
"382",1987,"Singer/Songwriter",0
"383",1987,"Jazz",0
"384",1987,"Hip-Hop/Rap",1
"385",1988,"Pop",0
"386",1988,"Jazz",0
"387",1988,"Rock",0
"388",1988,NA,0.235294117647059
"389",1988,"Country",0
"390",1988,"Singer/Songwriter",0
"391",1988,"Alternative",0
"392",1988,"Hip-Hop/Rap",0.5
"393",1988,"R&B/Soul",0.571428571428571
"394",1988,"Dance",0
"395",1988,"Britpop",0
"396",1988,"Soundtrack",0
"397",1988,"Adult Contemporary",0
"398",1988,"New Wave",0
"399",1988,"Reggae",0
"400",1988,"Latino",0
"401",1989,"Pop",0
"402",1989,"Rock",0.2
"403",1989,"Adult Contemporary",0
"404",1989,NA,0.117647058823529
"405",1989,"Soundtrack",0.25
"406",1989,"Latino",0
"407",1989,"Dance",0
"408",1989,"Vocal",0
"409",1989,"Hip-Hop/Rap",1.66666666666667
"410",1989,"R&B/Soul",0
"411",1989,"Singer/Songwriter",0
"412",1989,"Alternative",0
"413",1990,"Rock",0.157894736842105
"414",1990,"Pop",0.0303030303030303
"415",1990,"Hip-Hop/Rap",3.14285714285714
"416",1990,"Dance",0.111111111111111
"417",1990,"Alternative",0
"418",1990,"R&B/Soul",0.222222222222222
"419",1990,"Hard Rock",0
"420",1990,NA,0.230769230769231
"421",1990,"Reggae",0
"422",1990,"Vocal",0
"423",1990,"Soundtrack",0
"424",1990,"Blues",0
"425",1991,"Pop",0.0833333333333333
"426",1991,NA,0.565217391304348
"427",1991,"Electronic",0.5
"428",1991,"Rock",1.04761904761905
"429",1991,"R&B/Soul",0.666666666666667
"430",1991,"Alternative",0
"431",1991,"Christian & Gospel",0
"432",1991,"Dance",0
"433",1991,"Metal",0
"434",1991,"Hip-Hop/Rap",0.2
"435",1991,"Jazz",0
"436",1991,"Punk",0
"437",1992,"Pop",0.518518518518518
"438",1992,"R&B/Soul",6.52941176470588
"439",1992,"Alternative",0.142857142857143
"440",1992,"Rock",0.388888888888889
"441",1992,NA,0.789473684210526
"442",1992,"Dance",0.666666666666667
"443",1992,"Country",1
"444",1992,"Adult Contemporary",1
"445",1992,"Hip-Hop/Rap",1
"446",1992,"Metal",0
"447",1992,"Soundtrack",0
"448",1993,"Rock",0.541666666666667
"449",1993,"Hip-Hop/Rap",2.77777777777778
"450",1993,"Pop",0.608695652173913
"451",1993,NA,1.3125
"452",1993,"Dance",0.285714285714286
"453",1993,"R&B/Soul",0.3
"454",1993,"Reggae",0
"455",1993,"Soundtrack",0
"456",1993,"Vocal",1
"457",1993,"Alternative",0
"458",1993,"Adult Alternative",0
"459",1993,"Hip-Hop",0
"460",1994,"Pop",1
"461",1994,"Rock",0.545454545454545
"462",1994,"R&B/Soul",0.166666666666667
"463",1994,"Fitness & Workout",0
"464",1994,"Singer/Songwriter",0.5
"465",1994,"Dance",0.222222222222222
"466",1994,NA,0
"467",1994,"Electronic",0
"468",1994,"Soundtrack",0
"469",1994,"World",0
"470",1994,"Alternative",0.625
"471",1994,"Hip-Hop/Rap",9.16666666666667
"472",1994,"Adult Contemporary",0
"473",1994,"Reggae",0
"474",1994,"Country",0
"475",1994,"Latino",0
"476",1994,"Pop/Rock",1
"477",1995,"Hip-Hop/Rap",0.333333333333333
"478",1995,"Pop",0.666666666666667
"479",1995,"R&B/Soul",0.75
"480",1995,"Soundtrack",0
"481",1995,"Electronic",0
"482",1995,"Dance",0.6
"483",1995,"Rock",0.0769230769230769
"484",1995,NA,0
"485",1995,"Holiday",0
"486",1995,"Alternative",0.181818181818182
"487",1995,"Christian & Gospel",0
"488",1996,NA,0.45
"489",1996,"Pop",0.37037037037037
"490",1996,"R&B/Soul",0.0909090909090909
"491",1996,"Alternative",0
"492",1996,"Rock",0
"493",1996,"Hip-Hop/Rap",2.625
"494",1996,"Rap",0
"495",1996,"Country",0
"496",1996,"Metal",0
"497",1996,"Soundtrack",0.5
"498",1996,"Dance",0
"499",1996,"Singer/Songwriter",0
"500",1996,"Electronic",0.666666666666667
"501",1996,"Reggae",0
"502",1996,"World",1
"503",1997,NA,1.55
"504",1997,"Pop",0.818181818181818
"505",1997,"Alternative",0.222222222222222
"506",1997,"Hip-Hop/Rap",3.5
"507",1997,"Rock",1
"508",1997,"Country",0
"509",1997,"R&B/Soul",0.285714285714286
"510",1997,"Soundtrack",0
"511",1997,"Electronic",2.66666666666667
"512",1997,"Dance",0
"513",1997,"Britpop",0
"514",1997,"Vocal",0
"515",1997,"Singer/Songwriter",0
"516",1997,"Pop/Rock",0.5
"517",1997,"Hard Rock",0
"518",1997,"Metal",1
"519",1997,"World",0
"520",1998,NA,0.25
"521",1998,"Pop",0.297297297297297
"522",1998,"Soundtrack",0
"523",1998,"Rock",0.545454545454545
"524",1998,"R&B/Soul",3.6
"525",1998,"Country",0
"526",1998,"Alternative",0.285714285714286
"527",1998,"Hip-Hop/Rap",3
"528",1998,"Teen Pop",0
"529",1998,"Britpop",0.666666666666667
"530",1998,"Dance",0
"531",1998,"Metal",0
"532",1999,"Pop",0.444444444444444
"533",1999,"Pop Latino",0
"534",1999,NA,0.947368421052632
"535",1999,"R&B/Soul",0.181818181818182
"536",1999,"Dance",0
"537",1999,"Rock",2.21428571428571
"538",1999,"Hip-Hop/Rap",3.8
"539",1999,"Country",0
"540",1999,"Alternative",0.75
"541",1999,"Soundtrack",0.333333333333333
"542",1999,"Reggae",0
"543",1999,"Breakbeat",0
"544",1999,"Electronic",0
"545",2000,"Pop",0.424242424242424
"546",2000,"Rock",0.727272727272727
"547",2000,"Hip-Hop/Rap",10.4
"548",2000,NA,0.75
"549",2000,"Soundtrack",0
"550",2000,"Alternative",2.2
"551",2000,"R&B/Soul",0.666666666666667
"552",2000,"Electronic",0
"553",2000,"Dance",0
"554",2000,"Country",0
"555",2000,"Techno",27
"556",2000,"Teen Pop",0
"557",2000,"Pop Latino",0
"558",2001,"Pop",0.133333333333333
"559",2001,NA,1.16
"560",2001,"R&B/Soul",0.666666666666667
"561",2001,"Soundtrack",0
"562",2001,"Reggae",0.5
"563",2001,"Country",0.5
"564",2001,"Rock",1.4
"565",2001,"Hip-Hop/Rap",7
"566",2001,"Dance",0
"567",2001,"Alternative",0.833333333333333
"568",2001,"Electronic",1
"569",2001,"Rock y Alternativo",0
"570",2001,"House",0
"571",2002,"Soundtrack",0.666666666666667
"572",2002,"Hip-Hop/Rap",5.66666666666667
"573",2002,"Pop",0.3
"574",2002,"Rock",0
"575",2002,NA,3.63157894736842
"576",2002,"Singer/Songwriter",0
"577",2002,"Alternative",1.3
"578",2002,"R&B/Soul",1
"579",2002,"Country",0
"580",2002,"Dance",0
"581",2002,"Vocal",0
"582",2002,"Pop/Rock",0
"583",2003,NA,4.17647058823529
"584",2003,"Hip-Hop/Rap",10.2
"585",2003,"Pop",0.361111111111111
"586",2003,"Rock",0.1875
"587",2003,"Alternative",0.142857142857143
"588",2003,"Soundtrack",3
"589",2003,"Christian & Gospel",0
"590",2003,"Country",0
"591",2003,"R&B/Soul",0.6
"592",2003,"Pop/Rock",0
"593",2003,"Singer/Songwriter",0
"594",2003,"Reggae",0
"595",2004,"R&B/Soul",2.5
"596",2004,"Pop",1
"597",2004,"Hip-Hop/Rap",5.38888888888889
"598",2004,"Dance",0
"599",2004,"Rock",0.5
"600",2004,"Vocal",0
"601",2004,"Alternative",0.166666666666667
"602",2004,"Reggae",5
"603",2004,NA,3.0952380952381
"604",2004,"World",1
"605",2004,"Soundtrack",1
"606",2004,"Singer/Songwriter",0
"607",2004,"Electronic",0
"608",2005,"Pop",0.793103448275862
"609",2005,"R&B/Soul",0.571428571428571
"610",2005,"Rock",0
"611",2005,"Soundtrack",0.5
"612",2005,"Hip-Hop/Rap",5.64705882352941
"613",2005,"Alternative",1.1
"614",2005,NA,1.68421052631579
"615",2005,"Pop Latino",0
"616",2005,"Electronic",1.5
"617",2005,"Urbano latino",0
"618",2006,NA,1.5
"619",2006,"Pop",1.22222222222222
"620",2006,"Alternative",0.214285714285714
"621",2006,"Hip-Hop/Rap",5
"622",2006,"R&B/Soul",0.857142857142857
"623",2006,"Rock",0
"624",2006,"Dance",0
"625",2006,"Metal",0
"626",2006,"Soul",0
"627",2006,"Easy Listening",0
"628",2006,"Singer/Songwriter",0
"629",2006,"Soundtrack",8
"630",2007,NA,0.666666666666667
"631",2007,"Rock",0.571428571428571
"632",2007,"Hip-Hop/Rap",1.8
"633",2007,"Pop",1.03448275862069
"634",2007,"R&B/Soul",0.2
"635",2007,"Singer/Songwriter",0
"636",2007,"Alternative",0.2
"637",2007,"Hardcore Rap",7
"638",2007,"Indie Rock",0
"639",2007,"Electronic",0
"640",2008,"Pop",0.382352941176471
"641",2008,NA,2.04761904761905
"642",2008,"Rock",0
"643",2008,"R&B/Soul",0.888888888888889
"644",2008,"Hip-Hop/Rap",0.9
"645",2008,"Singer/Songwriter",0
"646",2008,"Alternative",0.714285714285714
"647",2008,"Country",0
"648",2008,"Dance",0
"649",2008,"Soundtrack",0.666666666666667
"650",2008,"Metal",0
"651",2008,"Hard Rock",2
"652",2009,NA,0.923076923076923
"653",2009,"Pop",0.514285714285714
"654",2009,"Hip-Hop/Rap",6.25
"655",2009,"Electronic",0
"656",2009,"Dance",0
"657",2009,"Alternative",0.3
"658",2009,"Country",4
"659",2009,"Rock",3.28571428571429
"660",2009,"Soundtrack",0
"661",2009,"R&B/Soul",4.33333333333333
"662",2009,"Singer/Songwriter",4
"663",2009,"Teen Pop",0
"664",2010,NA,1.96875
"665",2010,"Pop",0.5
"666",2010,"R&B/Soul",1
"667",2010,"Dance",0.333333333333333
"668",2010,"Hip-Hop/Rap",4.28571428571429
"669",2010,"Pop Latino",0
"670",2010,"Country",0.75
"671",2010,"Rock",0
"672",2010,"Alternative",1.25
"673",2010,"Soundtrack",0
"674",2010,"Electronic",0
"675",2011,NA,3.70833333333333
"676",2011,"Pop",1.0952380952381
"677",2011,"Dance",0.4
"678",2011,"R&B/Soul",0.5
"679",2011,"Alternative",0.375
"680",2011,"Fitness & Workout",0
"681",2011,"Soundtrack",0
"682",2011,"Hip-Hop/Rap",4.875
"683",2011,"Country",0.333333333333333
"684",2011,"House",1
"685",2011,"Pop Latino",7
"686",2011,"Singer/Songwriter",0
"687",2011,"Rock",0
"688",2012,NA,1.86206896551724
"689",2012,"Pop",1.075
"690",2012,"Country",0.333333333333333
"691",2012,"Dance",0
"692",2012,"Fitness & Workout",1
"693",2012,"Hip-Hop/Rap",9.8
"694",2012,"Alternative",0
"695",2012,"Reggae",0
"696",2012,"R&B/Soul",0.714285714285714
"697",2012,"Rock",0
"698",2012,"Soundtrack",0
"699",2013,NA,0.325581395348837
"700",2013,"Hip-Hop",17
"701",2013,"Dance",0
"702",2013,"Alternative",0.181818181818182
"703",2013,"Pop",0.580645161290323
"704",2013,"Singer/Songwriter",0
"705",2013,"Hip-Hop/Rap",1
"706",2013,"Country",0
"707",2013,"Soundtrack",0
"708",2013,"J-Pop",0
"709",2014,"Pop",0.78125
"710",2014,NA,0.575
"711",2014,"Soundtrack",0
"712",2014,"R&B/Soul",4
"713",2014,"Dance",0.333333333333333
"714",2014,"Alternative",0.428571428571429
"715",2014,"Electronic",0
"716",2014,"Hip-Hop/Rap",15
"717",2014,"Singer/Songwriter",0
"718",2014,"Pop Latino",1
"719",2014,"J-Pop",0
